TARGET,AGE,GENDER,BALANCE,OCCUPATION,HOLDING_PERIOD,ACC_TYPE,LEN_OF_RLTN_IN_MNTH,NO_OF_CREDIT_TXNS,NO_OF_DEBIT_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_LOAN,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CHQ_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN
0,50,M,1587671.83,SELF-EMP,1,SA,41,7,5,1,1,0,4500,849917,4500,0,1,1
0,27,M,580423.69,SELF-EMP,17,SA,86,10,5,1,1,0,12300,1159493,12300,0,1,0
0,35,F,362148.27,SENP,20,CA,130,22,2,0,1,0,0,948850,0,10130,1,1
0,41,M,17679.62,SAL,30,SA,147,11,1,0,0,1,0,85280,0,0,1,1
0,23,M,681982.8,SAL,20,CA,209,52,21,2,9,0,19100,2250307,9550,114194.44,0,1
0,27,F,213784.21,SAL,3,SA,75,12,6,1,4,0,2100,908910,2100,19110,1,0
0,27,F,1585087.83,SENP,11,SA,205,4,3,0,3,0,0,22930,0,7643.33,1,0
0,49,M,5849.2,SELF-EMP,29,SA,47,19,2,2,0,0,47300,47300,23650,0,1,1
0,51,F,318449.04,SENP,19,SA,216,17,14,2,5,0,20100,2090920,10050,155590,1,1
0,35,F,1204809.73,SENP,2,SA,214,14,7,1,4,0,1700,360230,1700,9840,1,1
0,34,M,93086.61,PROF,18,SA,136,11,10,1,5,1,1700,971313,1700,10790,1,1
0,32,M,177572,SAL,10,CA,71,3,3,0,3,0,0,57310,0,19103.33,1,1
0,41,F,425105.26,SENP,13,SA,124,2,1,0,0,0,0,676110,0,0,1,1
0,38,M,1354478.88,PROF,15,CA,178,29,4,3,0,0,50700,822890,16900,0,1,0
0,33,M,81872.01,PROF,23,SA,194,16,3,1,1,0,2000,549230,2000,87310,1,0
0,27,M,301.58,SAL,1,SA,51,5,5,1,2,0,17500,248801,17500,34320,1,1
0,53,M,227918.26,SENP,3,SA,195,0,0,0,0,0,0,0,0,0,1,1
0,37,F,52423.15,PROF,18,SA,39,0,0,0,0,0,0,0,0,0,1,1
1,46,M,79238.86,SENP,15,CA,62,14,17,2,5,1,24500,526019,12250,2804,0,0
1,21,M,902543.72,SENP,12,SA,208,8,6,1,4,0,5600,332390,5600,14062.5,1,1
0,30,O,685822.16,PROF,1,CA,116,49,20,2,1,0,49400,1564666,24700,44300,1,0
0,46,F,784037.52,SENP,14,SA,79,5,4,0,2,1,0,235680,0,26030,1,0
0,45,F,40307.53,PROF,18,SA,88,13,7,1,4,0,13900,911350,13900,14720,1,0
0,31,F,300515.06,SENP,22,SA,161,6,4,3,0,0,43400,905620,14466.67,0,1,1
0,21,F,109325.92,SELF-EMP,14,SA,62,15,8,1,5,0,15700,802351,15700,3260,1,0
0,23,F,2111404.66,SENP,7,CA,121,30,28,3,14,0,35300,4548760,11766.67,240414.29,1,0
0,51,M,36211.03,SENP,27,SA,212,0,1,1,0,1,17300,17300,17300,0,1,0
0,26,M,579695.87,SAL,14,SA,102,6,6,1,4,0,19300,544832,19300,10735,1,1
0,22,M,341598.06,SENP,3,SA,185,10,5,1,4,1,4000,46330,4000,10582.5,1,1
0,53,M,23649.14,PROF,19,SA,90,7,7,1,4,0,14200,912374,14200,7452.5,1,1
0,31,M,122923.47,SAL,28,SA,120,11,1,0,0,0,0,303880,0,0,1,0
0,41,M,38524.78,PROF,14,CA,150,38,15,2,1,0,19300,917070,9650,63230,1,1
0,55,M,154207.22,SAL,5,SA,120,8,6,1,4,0,3100,150110,3100,15445,1,1
0,51,M,3627435.39,SENP,18,SA,172,10,5,1,4,0,8700,93950,8700,21312.5,1,1
0,34,M,196781.02,SENP,31,SA,94,2,4,1,0,0,9900,1181220,9900,0,1,0
0,28,M,32433.61,PROF,12,SA,97,7,5,1,1,0,300,1088202,300,0,1,1
1,55,M,847079.05,SENP,4,SA,66,14,7,1,5,0,15800,602369,15800,90298,1,0
0,30,M,264270.41,SELF-EMP,10,CA,92,7,7,1,1,0,1800,206040,1800,0,1,1
0,45,M,65472.12,SAL,1,SA,203,18,14,2,4,0,28200,1423941,14100,16822.5,1,0
0,30,M,29233.87,SAL,19,SA,82,11,6,1,2,0,16800,707145,16800,47930,1,1
0,53,M,106128.6,SAL,20,SA,197,19,15,2,7,0,28200,2219406,14100,122600,1,1
0,46,M,793211.98,SENP,19,SA,197,7,5,1,2,1,11500,1285093,11500,49895,1,0
0,54,M,338750.85,SENP,5,SA,168,6,5,1,2,0,9900,1703138,9900,19470,1,1
0,30,M,31241.56,SENP,2,SA,49,7,5,1,2,0,14700,1606187,14700,10745,1,0
1,42,M,10048.83,SELF-EMP,22,SA,187,12,2,1,0,1,17300,735090,17300,0,1,0
0,33,F,159519.4,SAL,17,SA,154,14,7,1,4,0,800,169110,800,2772.5,1,1
0,26,F,533507.22,PROF,19,SA,206,12,6,1,2,0,8600,542882,8600,8525,1,1
0,27,F,643665.79,SENP,13,SA,140,6,5,1,2,0,6900,689648,6900,12275,1,1
0,44,M,1157678.64,SAL,17,SA,151,2,2,0,2,0,0,39070,0,19535,1,0
0,44,F,180532.69,SAL,13,CA,147,7,7,1,2,0,1200,570672,1200,31850,0,1
0,54,M,942053.35,PROF,3,CA,82,22,29,3,10,1,64300,5018554,21433.33,344514,1,0
0,27,M,1645937.36,PROF,9,SA,58,11,6,1,1,0,17500,1362499,17500,0,0,1
0,28,M,293605.49,SELF-EMP,22,SA,53,5,2,0,0,1,0,639590,0,0,1,0
0,29,F,70121.25,SENP,11,CA,80,21,27,3,5,1,67900,1949396,22633.33,45218,1,0
0,41,M,166649.32,SAL,14,SA,217,5,6,1,2,0,8600,332810,8600,22475,1,1
0,36,M,1389813.66,SELF-EMP,23,CA,125,7,2,0,0,1,0,918277,0,0,1,0
0,30,M,536288.15,SENP,9,SA,114,0,0,0,0,0,0,0,0,0,1,0
0,49,M,1564034.43,SENP,26,SA,63,10,3,1,0,1,19500,707158,19500,0,1,0
0,47,M,78960.28,SENP,10,SA,145,2,2,0,1,1,0,132760,0,0,1,0
0,48,M,5516.47,SENP,9,SA,47,10,5,1,2,0,10300,1311534,10300,46150,1,1
0,47,M,58404.13,SAL,13,SA,202,5,6,1,4,0,3900,529582,3900,3137.5,1,0
0,39,F,81839.78,SENP,24,SA,211,6,2,0,0,1,0,1363566,0,0,1,0
0,43,M,215392.82,PROF,2,SA,182,18,14,2,2,0,21200,1312327,10600,39805,0,0
0,42,M,434845.2,SENP,10,SA,68,10,5,1,4,0,6000,105760,6000,24940,1,1
0,51,M,58411.51,SAL,16,SA,93,16,15,2,7,0,17500,2277272,8750,124544.29,1,1
0,49,M,325002.9,SAL,30,CA,81,23,2,1,0,0,8600,382460,8600,0,1,0
0,39,F,50242.84,SENP,6,SA,171,0,0,0,0,0,0,0,0,0,1,0
0,22,F,623993.62,PROF,15,SA,82,0,0,0,0,0,0,0,0,0,1,0
0,24,F,135036.52,SELF-EMP,12,SA,111,5,4,0,3,0,0,430880,0,5780,1,1
0,24,F,192860.2,SELF-EMP,16,SA,128,8,6,1,4,0,7700,977509,7700,13582.5,1,0
0,32,M,41139.58,SAL,7,CA,53,53,21,2,9,0,48900,2965421,24450,227994.44,1,1
1,50,F,30099.32,SENP,13,CA,84,19,25,3,4,0,72300,2061356,24100,15567.5,1,1
1,41,M,92345.41,PROF,13,SA,110,15,8,1,2,0,1500,1543476,1500,17960,1,0
0,36,M,182595.53,SAL,11,SA,141,10,5,1,4,1,10300,58420,10300,12030,1,1
0,29,M,790902.01,SAL,14,CA,85,46,18,2,6,0,45500,1013931,22750,58476.67,1,1
0,34,M,21726.19,SAL,8,SA,73,4,3,0,2,0,0,361170,0,15925,0,1
1,34,F,27624.98,PROF,26,SA,46,9,2,1,0,1,7500,594243,7500,0,1,1
0,40,M,134043.35,SAL,6,SA,206,6,6,1,2,0,15000,1330894,15000,46585,1,1
0,54,F,113506.05,SELF-EMP,23,SA,178,14,1,0,0,0,0,364220,0,0,1,1
0,50,M,1341413.77,SENP,2,SA,86,5,4,0,2,0,0,477330,0,27870,1,1
0,43,M,1002501.54,SAL,18,SA,46,5,6,1,1,1,16400,996238,16400,0,1,0
0,47,M,323789.52,PROF,27,SA,217,18,4,1,0,0,3100,795370,3100,0,1,1
0,38,M,36170.78,SENP,25,CA,137,10,1,0,0,0,0,788340,0,0,1,0
0,36,F,679412.51,SENP,11,SA,59,12,6,1,4,1,11700,124380,11700,17970,1,1
0,37,M,20139.71,PROF,2,SA,93,10,6,1,1,0,6700,888278,6700,0,1,1
0,28,F,506748.36,SENP,19,SA,147,10,6,1,4,0,11600,125310,11600,3487.5,1,0
1,50,F,426063.06,SAL,9,SA,184,4,3,0,2,1,0,173300,0,40315,0,0
0,54,F,34765.88,SELF-EMP,4,SA,150,0,0,0,0,0,0,0,0,0,1,0
0,42,M,85881.93,SELF-EMP,22,SA,220,2,3,0,0,0,0,142390,0,0,1,0
0,34,M,379053.25,SELF-EMP,27,SA,143,3,1,1,0,0,1800,1800,1800,0,1,0
0,40,F,532610.76,SENP,12,SA,97,12,6,1,1,0,9100,548713,9100,0,1,0
0,31,M,58443.59,SELF-EMP,20,CA,171,10,10,1,7,1,10600,1156273,10600,41331.43,0,0
0,29,M,92755.07,SAL,9,SA,70,5,5,1,2,1,18200,1030826,18200,15475,1,1
0,47,M,1020690.74,SENP,4,SA,197,10,6,1,4,0,1200,244650,1200,6660,1,1
0,51,M,6086531.28,SELF-EMP,14,SA,62,0,0,0,0,0,0,0,0,0,1,1
0,52,M,707542.48,SAL,22,SA,131,11,1,0,0,0,0,915919,0,0,1,1
0,33,M,1036687.84,SAL,7,SA,104,2,1,0,1,0,0,90370,0,90370,1,0
0,44,M,24012.87,SAL,6,SA,181,14,8,1,5,0,7300,1003122,7300,55458,1,1
0,48,F,295393.16,PROF,17,CA,184,13,16,2,9,0,38200,970511,19100,20202.22,1,0
0,32,M,6188.46,PROF,19,CA,162,26,1,1,0,1,13700,13700,13700,0,1,0
0,33,M,358348.6,SELF-EMP,31,CA,150,12,4,0,0,0,0,1020993,0,0,1,1
0,31,F,1422738.82,PROF,25,SA,158,0,4,0,0,0,0,145259,0,0,1,1
0,38,F,18846.19,SAL,25,SA,60,10,1,0,0,0,0,783320,0,0,1,0
0,32,M,128935.19,SAL,1,SA,81,5,4,0,2,1,0,1023650,0,34540,1,0
0,39,M,48708.75,SAL,8,SA,30,15,8,1,5,1,16200,2116235,16200,141462,1,0
0,50,F,4394.84,SENP,21,CA,130,1,2,0,0,1,0,126300,0,0,1,1
0,49,M,77099.24,SAL,27,SA,157,14,4,2,1,0,47400,402508,23700,17240,1,0
0,31,M,941746.14,PROF,12,CA,61,42,17,2,5,1,7400,322456,3700,13066,1,1
0,43,F,2006848.36,SAL,22,SA,103,2,2,2,0,0,22000,22000,11000,0,1,1
0,34,M,60942.19,PROF,6,SA,131,14,7,1,4,1,7300,858900,7300,23040,1,0
0,54,F,52907.13,SENP,10,SA,92,0,0,0,0,1,0,0,0,0,1,0
0,24,F,3396094.44,SENP,29,SA,210,8,1,1,0,1,9700,9700,9700,0,0,0
1,32,M,627816.65,SENP,8,SA,148,7,5,1,2,0,10300,1394727,10300,30275,1,0
0,33,M,120687.42,SENP,25,SA,93,7,1,0,0,0,0,393810,0,0,1,0
0,23,M,238027.84,SELF-EMP,26,SA,159,10,4,1,0,0,11500,1299160,11500,0,1,1
1,52,M,444808.76,PROF,11,SA,210,7,7,1,4,1,15300,853154,15300,19752.5,1,1
0,28,M,168456.34,SENP,7,SA,185,11,10,1,7,0,17000,1260886,17000,116581.43,1,0
1,28,F,3543653.68,SENP,25,CA,160,34,2,0,0,0,0,292620,0,0,1,0
0,28,M,93209.2,PROF,9,CA,103,58,23,3,4,0,72300,1702347,24100,112322.5,1,1
0,41,M,45846.25,SELF-EMP,21,CA,69,34,4,1,0,0,9300,56110,9300,0,1,1
1,46,M,102892.62,PROF,16,SA,209,5,6,1,4,1,11600,626400,11600,9362.5,1,0
0,42,M,63006.38,SENP,9,SA,116,9,5,1,4,0,14800,68070,14800,13317.5,1,1
1,46,F,104160.15,SENP,4,CA,62,35,21,2,12,0,14000,2578514,7000,181305,1,1
0,34,M,15719.78,SAL,6,CA,159,16,21,2,1,0,41600,1679979,20800,66750,1,0
1,34,M,4799.91,SAL,8,SA,128,10,5,1,2,0,800,732462,800,29115,1,0
0,22,F,118094.33,PROF,8,SA,192,12,6,1,4,0,8900,1056790,8900,13745,1,0
0,22,F,398610.35,SELF-EMP,27,SA,148,2,1,0,0,0,0,789000,0,0,1,0
0,55,M,58086.81,SELF-EMP,3,SA,212,2,2,0,1,0,0,99090,0,0,1,1
1,35,F,1237794.16,SENP,29,SA,141,14,4,1,0,1,0,155350,0,0,1,0
1,43,M,525565.96,PROF,2,SA,110,16,14,2,4,0,16400,1635255,8200,17037.5,1,1
0,27,M,2805416.16,SENP,2,SA,205,0,0,0,0,0,0,0,0,0,1,1
0,54,M,1823783.52,PROF,1,SA,47,0,0,0,0,0,0,0,0,0,1,1
0,44,F,68470.34,PROF,18,SA,146,11,10,1,3,1,9900,232445,9900,0,1,1
0,39,M,45463.76,SAL,11,SA,207,6,5,1,4,0,10700,21170,10700,2617.5,1,1
0,40,F,299716.16,SENP,3,CA,125,19,25,3,2,0,33000,1927716,11000,41990,1,0
0,25,M,895645.1,SENP,15,SA,38,10,5,1,4,0,4300,18790,4300,3622.5,1,1
0,38,F,1144152.33,SENP,30,CA,77,0,3,3,0,0,19500,19500,6500,0,1,0
1,36,M,644053.34,PROF,1,SA,182,18,14,2,4,1,15200,879760,7600,3660,1,1
0,54,M,2582.13,SAL,8,CA,217,38,15,2,5,1,9800,2832337,4900,161622,1,1
0,45,M,17454.35,SAL,1,SA,206,5,6,1,2,0,6600,764952,6600,44810,1,1
0,47,M,187673.06,SAL,25,SA,197,11,2,0,0,0,0,773535,0,0,1,0
1,37,F,76897.09,PROF,27,SA,123,10,2,1,0,1,8800,436040,8800,0,0,1
0,23,F,321857.71,PROF,15,SA,167,2,2,0,1,0,0,411200,0,0,1,0
0,44,M,1157678.64,SAL,17,SA,151,2,2,0,2,0,0,39070,0,19535,1,0
0,28,F,838830.24,SAL,19,SA,217,0,0,0,0,1,0,0,0,0,1,1
0,36,O,241914.31,PROF,28,CA,95,46,4,0,0,0,0,707280,0,0,0,1
0,36,F,101963.5,SELF-EMP,22,SA,108,0,4,0,0,0,0,1248276,0,0,1,0
0,47,O,63022.38,SAL,19,CA,167,7,7,1,2,0,17500,1041121,17500,27040,1,1
0,21,F,695394.74,SENP,1,SA,92,11,6,1,4,0,5400,962901,5400,11030,1,1
0,23,M,169698.19,SAL,8,SA,31,18,14,2,0,0,41900,782733,20950,0,1,1
0,39,M,180684.38,PROF,4,SA,204,14,6,1,2,1,2000,1331760,2000,12465,1,0
0,29,M,68330.63,SAL,10,SA,194,6,6,1,2,0,1900,1184908,1900,19485,1,0
1,42,M,304668.88,SENP,10,SA,191,4,3,0,2,0,0,535330,0,37275,1,1
0,31,M,543709.65,SENP,3,SA,52,13,7,1,2,0,18000,1251180,18000,9040,1,0
0,46,F,207091.37,PROF,28,SA,66,6,4,1,0,0,7500,815832,7500,0,1,1
0,37,M,1264805.14,SELF-EMP,15,SA,54,7,5,1,1,0,17700,883953,17700,0,1,1
0,46,M,302646.26,PROF,12,SA,96,10,5,1,4,0,16900,62070,16900,11292.5,1,0
0,52,M,1002330.71,SAL,11,CA,213,58,23,3,10,0,62300,1660129,20766.67,86591,1,1
1,37,M,372552.02,PROF,28,SA,163,4,2,0,0,0,0,886830,0,0,1,0
0,41,M,959469.48,SAL,7,SA,219,11,5,1,2,0,16300,1239248,16300,6040,1,0
1,21,M,1143880.56,PROF,14,SA,128,2,2,0,1,0,0,101010,0,0,1,0
0,31,M,155903.9,SENP,9,SA,189,6,5,1,2,0,5300,1153759,5300,23965,1,1
0,36,M,1413910.77,SELF-EMP,20,SA,123,0,0,0,0,0,0,0,0,0,1,1
0,21,M,809232.37,SENP,16,CA,92,12,14,2,0,0,49700,1081901,24850,0,1,0
0,53,M,62290.74,SAL,18,SA,203,5,6,1,4,1,3200,483890,3200,3167.5,0,1
0,45,M,674376.69,SENP,27,CA,180,24,2,0,0,0,0,1605777,0,0,1,0
0,41,M,1018805.31,SENP,4,SA,83,0,0,0,0,1,0,0,0,0,1,0
0,43,M,1462145.48,SENP,15,SA,100,8,6,1,4,0,15400,808240,15400,21877.5,1,0
0,35,F,7674.23,SENP,22,CA,115,5,4,2,0,0,17600,415240,8800,0,1,0
0,26,M,2898688.68,SELF-EMP,14,SA,153,12,6,1,4,1,11900,120630,11900,20007.5,1,0
1,29,M,111845.06,SAL,30,SA,145,18,3,1,0,1,9400,1309047,9400,0,1,1
1,27,M,851659.49,SAL,18,CA,154,53,21,2,11,0,32100,4485792,16050,273439.09,1,0
0,26,M,1367834.2,PROF,14,SA,207,6,4,0,2,0,0,900560,0,33520,1,1
0,28,F,441613.55,SAL,29,SA,45,8,1,0,0,0,0,89993,0,0,0,1
0,34,F,893523.05,SENP,27,SA,69,7,4,0,0,1,0,569314,0,0,1,0
0,34,M,1411067.26,SENP,7,CA,182,29,27,3,7,0,22400,1166530,7466.67,50475.71,1,1
0,41,M,684867.55,SELF-EMP,3,SA,156,10,6,1,2,0,2200,798029,2200,45465,1,1
0,25,M,326885.59,SENP,8,SA,121,10,5,1,4,0,11600,52280,11600,10170,1,1
0,46,M,155929.24,SAL,2,SA,203,5,6,1,4,0,5300,545364,5300,23010,1,1
0,28,M,4299.66,SAL,18,SA,130,2,2,0,1,0,0,171670,0,0,1,1
0,51,M,889231.94,SAL,5,SA,129,14,8,1,2,0,10300,1830061,10300,30255,1,0
0,38,F,107865.41,PROF,16,SA,186,6,5,1,2,1,13500,819141,13500,5820,1,0
0,55,M,740461.06,SAL,12,SA,50,0,0,0,0,0,0,0,0,0,1,0
0,21,M,512741.56,SENP,23,CA,181,28,4,0,0,1,0,546547,0,0,1,1
0,42,F,1332174.22,PROF,8,SA,34,11,6,1,4,0,7300,857597,7300,14007.5,1,0
0,55,M,4851.48,SAL,17,CA,221,11,13,1,5,1,13900,1751053,13900,122640,1,0
0,51,M,45376.7,PROF,1,CA,149,30,28,3,8,0,52400,1056298,17466.67,10848.75,1,1
1,39,O,298047.77,SAL,21,CA,48,50,1,0,0,0,0,83610,0,0,1,1
1,51,M,228168.57,SENP,4,SA,115,14,6,1,4,0,16300,194470,16300,12625,1,1
0,35,M,253414.97,PROF,29,SA,99,11,1,0,0,1,0,571090,0,0,1,1
0,54,M,162879.72,SAL,13,CA,98,28,26,3,13,0,15200,3767689,5066.67,228446.15,1,0
0,55,M,1035170.44,SELF-EMP,18,SA,205,16,15,2,1,1,17100,790885,8550,50200,1,1
0,47,M,18769.97,SAL,25,SA,187,11,3,0,1,0,0,1042980,0,64750,1,0
0,39,M,390019.15,SENP,8,SA,157,5,6,1,2,1,12100,417905,12100,6285,1,1
0,51,F,2673439.73,SENP,7,SA,82,6,4,0,3,0,0,913260,0,15400,1,1
0,27,M,158867.5,PROF,4,CA,150,37,15,2,2,0,8300,881083,4150,21235,1,1
0,25,M,200939.72,SENP,11,SA,67,16,15,2,5,0,33800,1308794,16900,15586,1,1
0,26,M,2061446.2,SAL,12,SA,199,6,5,1,2,0,10800,1880953,10800,20745,1,0
0,51,M,42263.35,PROF,12,CA,162,58,23,3,8,0,53900,1124781,17966.67,1780,1,1
0,37,F,761919.48,SENP,9,CA,110,26,24,3,1,0,19300,1265826,6433.33,95480,1,1
0,50,M,191514.96,SAL,16,SA,168,6,5,1,4,0,14900,51720,14900,9205,1,1
0,45,M,125817.07,SAL,27,SA,102,5,2,0,0,1,0,541630,0,0,1,0
0,32,M,72980.61,SAL,19,SA,209,14,7,1,4,0,15700,1164864,15700,23807.5,1,0
0,27,M,3383.75,SELF-EMP,30,SA,146,7,3,1,0,0,13100,986657,13100,0,1,1
1,26,F,370861.77,SELF-EMP,19,SA,30,13,7,1,4,0,15400,946020,15400,10370,1,0
0,30,M,530675.74,SAL,18,CA,53,31,18,2,6,1,24100,1780908,12050,162470,1,1
0,24,F,135036.52,SELF-EMP,12,SA,111,5,4,0,3,0,0,430880,0,5780,1,1
0,31,M,23594.25,SAL,7,SA,81,5,6,1,4,0,2700,1000180,2700,14650,1,1
0,41,M,18523.84,SELF-EMP,3,SA,149,10,6,1,4,0,300,855261,300,21552.5,1,1
0,37,F,681166.7,SAL,9,CA,70,42,17,2,10,0,22700,1514895,11350,38549,1,0
0,39,M,1428677.56,SENP,13,SA,87,7,5,1,2,0,14600,325843,14600,21265,1,1
0,31,M,143856.13,SELF-EMP,12,SA,71,4,5,1,2,1,5700,463676,5700,31895,1,1
0,41,M,339954.45,PROF,16,SA,144,11,5,1,1,1,7200,1171439,7200,0,1,1
0,24,F,518086.03,SENP,31,CA,88,24,4,2,0,0,18300,404460,9150,0,1,1
0,38,F,2200128.51,SENP,17,SA,170,6,5,1,1,1,14600,1457363,14600,0,1,0
0,54,M,1948919.12,SAL,10,SA,88,16,15,2,6,1,46100,1579655,23050,68076.67,1,1
0,23,M,880615.63,SELF-EMP,9,SA,67,5,4,0,2,0,0,211730,0,7890,1,0
0,29,F,23756.55,SENP,23,SA,31,12,1,1,0,0,16300,16300,16300,0,1,1
0,42,M,65931.89,SELF-EMP,21,SA,116,0,1,0,0,0,0,601130,0,0,1,0
0,53,F,159277.92,SAL,9,CA,192,48,19,2,2,0,14600,835153,7300,7900,1,1
0,42,F,63805.93,SENP,4,SA,49,3,2,0,1,0,0,875750,0,0,0,0
0,34,M,168953.13,SENP,31,SA,209,12,4,1,0,1,6400,83030,6400,0,1,0
0,35,M,1084557.71,SAL,1,SA,34,12,6,1,4,1,19800,167830,19800,13180,1,1
1,54,M,172948.98,SENP,7,SA,31,2,4,2,2,0,0,81150,0,40575,1,1
0,36,M,126801.22,SAL,28,SA,104,7,3,0,1,0,0,280577,0,97160,1,0
0,27,M,175699.08,PROF,31,SA,62,16,1,0,0,0,0,228160,0,0,0,0
0,43,F,6329.68,PROF,1,SA,60,0,0,0,0,0,0,0,0,0,1,1
0,23,F,428472.25,SENP,4,SA,175,10,5,1,4,1,10400,89980,10400,19895,1,1
0,36,F,2390118.31,SAL,26,SA,29,20,1,0,0,1,0,198670,0,0,1,1
1,43,F,433097.87,PROF,1,SA,50,13,7,1,1,0,13500,588636,13500,0,0,0
1,33,M,10793.72,SELF-EMP,1,SA,127,10,5,1,2,0,18500,440356,18500,18745,1,1
1,46,F,44640.25,PROF,17,CA,123,19,4,1,2,0,2300,127022,2300,45335,1,1
0,54,M,14833.45,SELF-EMP,14,SA,156,8,5,1,1,1,10600,630075,10600,0,1,1
0,38,F,54142.95,SELF-EMP,18,SA,215,10,5,1,1,0,16100,1273533,16100,0,1,1
0,28,M,2382897.1,PROF,31,CA,206,43,2,0,0,0,0,540420,0,0,1,1
0,37,M,59345.79,PROF,17,SA,39,10,5,1,1,1,19100,273855,19100,0,1,1
1,47,F,2586.25,SELF-EMP,12,SA,123,14,8,1,4,0,2100,911238,2100,4990,1,0
0,35,M,420138.47,SELF-EMP,5,CA,65,30,28,3,15,0,54900,4047317,18300,207221.33,1,1
0,43,F,1630114.33,SENP,23,SA,100,6,1,0,1,0,0,96380,0,96380,1,1
0,27,M,281796.97,PROF,7,SA,138,11,7,1,1,0,8000,1647596,8000,0,1,1
1,34,M,29339.5,SAL,6,CA,216,9,9,1,5,0,6200,1090108,6200,12600,1,1
0,45,F,53156.83,SENP,25,SA,141,4,1,0,0,0,0,382150,0,0,1,1
0,24,M,742925.12,SAL,1,SA,203,14,7,1,4,0,6100,1377316,6100,20292.5,1,0
0,47,M,112447.48,PROF,12,SA,177,16,15,2,1,0,39700,1495807,19850,35620,1,0
0,49,F,54072.71,PROF,8,SA,171,12,6,1,1,0,11800,687294,11800,0,1,1
1,47,F,7633.73,SELF-EMP,13,SA,141,13,7,1,2,1,18300,1619924,18300,43670,1,0
0,29,M,53268.68,SENP,22,SA,138,8,2,1,0,0,10500,282330,10500,0,1,1
1,45,M,575795.93,PROF,25,CA,63,52,2,1,0,0,10400,288090,10400,0,1,1
0,29,M,1964279.39,SENP,26,SA,67,4,1,1,0,0,5100,5100,5100,0,1,0
0,23,F,25481.63,SENP,1,SA,198,2,2,0,2,1,0,92050,0,46025,1,1
0,27,F,998758.03,SELF-EMP,7,SA,86,12,6,1,2,0,10400,436470,10400,8585,1,1
0,35,F,521149.63,PROF,25,CA,144,4,3,1,0,0,18300,1394801,18300,0,1,1
0,41,M,12933.82,SELF-EMP,4,SA,194,7,6,1,2,0,6800,1223168,6800,33095,0,1
0,49,M,422526.64,SENP,28,SA,179,8,4,1,0,0,14300,702149,14300,0,1,1
1,24,M,194568.47,SELF-EMP,23,SA,45,14,1,0,0,1,0,612910,0,0,1,0
0,29,M,178335.93,SAL,18,SA,56,12,6,1,4,0,11100,113251,11100,2532.5,1,1
1,30,M,385982.33,SENP,19,SA,202,5,4,0,2,1,0,660830,0,9660,1,0
0,32,M,144115.56,SENP,20,SA,111,9,5,1,1,1,14800,366337,14800,0,1,0
0,49,M,78042.96,SENP,11,SA,60,7,7,1,4,0,19500,629830,19500,23002.5,1,0
0,39,F,19432.03,SELF-EMP,20,SA,178,12,6,1,2,0,8600,1526560,8600,15605,1,0
0,48,F,206283.86,SENP,27,CA,214,34,4,4,0,1,700,700,175,0,0,1
0,51,M,961613.32,SENP,14,SA,200,15,8,1,5,0,16400,1744710,16400,136310,1,0
0,30,M,42975.07,PROF,4,CA,164,11,13,1,5,0,12100,665070,12100,31252,1,0
0,51,M,1809277.17,SENP,10,SA,182,8,6,1,2,0,3200,1195248,3200,34460,1,1
0,31,M,529112.5,PROF,3,SA,82,14,14,2,7,0,36000,1836197,18000,142771.43,1,0
0,52,M,2422.3,PROF,29,CA,121,13,4,0,1,0,0,618982,0,78800,1,1
0,24,M,742925.12,SAL,1,SA,203,14,7,1,4,0,6100,1377316,6100,20292.5,1,0
0,35,M,696973.69,SELF-EMP,5,SA,103,9,5,1,2,1,300,1127716,300,30465,1,0
0,26,M,941159.21,SENP,20,SA,150,8,6,1,4,0,500,617590,500,7612.5,1,1
0,32,M,31933.41,PROF,3,CA,79,13,16,2,6,0,36300,1260577,18150,142990,1,0
0,28,F,291889.27,SELF-EMP,23,SA,82,8,1,0,0,0,0,82764,0,0,1,1
0,32,M,3081799.45,SAL,13,SA,121,6,5,1,1,0,6900,593761,6900,0,1,0
0,23,M,799873.23,SENP,29,CA,179,12,1,0,1,1,0,46280,0,46280,1,0
0,37,M,216086.66,SENP,14,SA,183,6,5,1,2,0,16300,958353,16300,14075,1,1
0,23,M,609463.58,PROF,2,SA,76,15,8,1,4,0,10900,1449889,10900,11810,1,1
0,36,M,1556512.22,PROF,10,SA,30,10,6,1,2,0,13600,908102,13600,42565,1,0
0,29,M,144764.36,SAL,11,SA,79,14,14,2,5,1,7500,1614662,3750,152758,1,1
0,38,M,805550.26,PROF,12,SA,46,2,1,0,1,0,0,89430,0,89430,1,1
0,29,M,16724.85,SENP,4,SA,83,6,6,1,2,0,8600,1043517,8600,33540,1,0
0,55,F,578355.87,PROF,13,SA,127,4,3,0,2,0,0,701530,0,41050,1,1
0,38,M,1510167.21,SENP,25,SA,93,13,1,0,0,1,0,18640,0,0,0,0
0,47,F,102778.7,SENP,20,CA,137,11,5,1,4,1,7600,44530,7600,9232.5,1,0
1,35,M,28853.26,SENP,21,SA,152,6,4,3,0,0,29600,889200,9866.67,0,1,0
0,30,F,193546.92,SENP,1,SA,216,0,0,0,0,1,0,0,0,0,1,0
